,provincia,coste,duration,prec,tmed,velmedia,presmed,sol
128,CADIZ,522441.0,1,3.5,13.728571428571428,2.457142857142857,996.8,5.15
129,GRANADA,350.0,1,1.375,10.466666666666669,1.6666666666666667,939.175,1.3333333333333333
130,MALAGA,567.0,1,3.216666666666667,14.383333333333333,1.9,1006.8583333333333,0.35
131,MURCIA,56696.0,1,18.288888888888888,11.9,2.1555555555555554,989.1750000000001,0.4857142857142857
132,SEVILLA,3150.0,1,7.32,13.56,1.44,988.27,3.65
133,ALMERIA,19416.0,1,0.2,12.26,1.45,994.55,1.35
134,CADIZ,5586.0,1,0.0571428571428571,12.228571428571428,3.842857142857144,995.2642857142857,5.6
135,CEUTA,5009.0,1,0.0,14.4,1.9,1004.65,9.7
136,MURCIA,17617.0,1,13.9,12.7,1.855555555555556,986.6750000000001,5.885714285714286
137,CADIZ,27243.0,1,0.2428571428571428,12.414285714285716,2.235714285714286,1000.7892857142857,9.1
138,MALAGA,9836.0,1,2.48,13.616666666666667,2.266666666666667,1008.8416666666667,6.5
139,NAVARRA,20467.0,1,0.08,5.74,3.95,975.825,0.0
140,MURCIA,4977.0,1,0.0111111111111111,14.169999999999998,1.7555555555555555,993.9916666666668,9.642857142857142
141,ALICANTE,18224.0,1,24.433333333333334,9.166666666666666,3.233333333333333,1010.6500000000001,0.1
142,MURCIA,9169.0,1,5.722222222222222,10.4,2.288888888888889,989.1333333333334,1.871428571428572
143,HUELVA,3663.0,1,0.0,12.425,3.75,996.4375,11.3
144,MALAGA,11193.0,1,0.0,14.44,2.466666666666667,1012.6833333333333,11.1
145,A CORUNA,201053.0,2,5.3375,15.975,2.75,997.12375,3.5
146,MALAGA,4375.0,1,0.0,17.8,3.883333333333333,1006.9333333333334,9.05
147,OURENSE,1292.0,1,6.466666666666666,13.466666666666669,1.25,959.6,0.15
148,VALLADOLID,9073.0,1,13.2,13.0,1.7,924.625,3.8
149,A CORUNA,13167.0,1,0.0,13.2,4.842857142857143,999.98,11.05
150,CADIZ,49391.0,1,0.0,16.216666666666665,2.8166666666666664,992.4666666666666,8.899999999999999
151,GRANADA,665.0,1,1.55,13.133333333333333,2.6,938.425,7.133333333333334
152,CADIZ,12502.0,1,0.1999999999999999,17.3,3.442857142857143,996.8642857142859,9.85
153,BARCELONA,47846.0,1,0.0,10.95,4.083333333333333,996.2333333333333,10.8
154,MADRID,49586.0,1,5.466666666666666,9.075,2.04,911.51,1.3833333333333335
155,ALBACETE,1347.0,1,2.225,11.85,2.775,932.6,7.25
156,OURENSE,1740.0,1,13.133333333333333,11.55,1.175,957.9000000000001,4.95
157,PONTEVEDRA,1107.0,1,17.2,14.1,3.05,992.9749999999999,4.15
158,ALBACETE,3783.0,1,3.6,12.075,2.625,933.9875,4.5
159,CUENCA,240.0,1,7.4,11.725,2.4,915.825,3.7
160,MADRID,11095.0,1,14.05,11.808333333333332,2.28,907.57,4.533333333333334
161,PONTEVEDRA,1799.0,1,12.1,13.35,1.25,989.95,0.0
162,TOLEDO,120.0,1,8.200000000000001,14.375,2.425,939.6,5.75
163,VALLADOLID,3006.0,1,10.35,12.6,2.1,921.425,3.35
164,ALICANTE,777.0,1,0.2666666666666666,16.966666666666665,2.7,1009.025,9.2
165,CASTELLON,17618.0,1,1.4666666666666668,10.533333333333331,3.05,949.325,5.25
166,MADRID,8417.0,1,2.841666666666667,10.15,3.46,910.3050000000001,3.4166666666666665
167,TOLEDO,6901.0,1,0.0,12.3,2.55,948.3500000000001,11.8
168,ZARAGOZA,145.0,1,7.12,9.44,4.16,962.7625,1.15
169,BADAJOZ,10288.0,1,9.55,16.85,2.1416666666666666,969.23,2.62
170,CIUDAD REAL,1237.0,1,8.66,15.72,2.66,939.2666666666667,3.1333333333333333
171,MADRID,10769.0,1,0.0,9.4,3.09,910.72,9.4
172,ALBACETE,20729.0,1,15.85,12.45,2.533333333333333,933.3375,2.7
173,ALICANTE,16048.0,1,11.966666666666669,16.266666666666666,1.7666666666666666,1006.175,4.4
174,BARCELONA,7237.0,1,7.45,12.9,2.183333333333333,987.7166666666666,1.2333333333333334
175,LUGO,695.0,1,14.0,12.0,0.8,963.35,2.3
176,MADRID,5069.0,1,0.7999999999999999,12.441666666666668,2.93,907.84,5.316666666666666
177,MURCIA,16375.0,1,1.5555555555555556,17.07,1.911111111111111,984.5583333333334,3.742857142857143
178,CASTELLON,4354.0,1,14.625,8.466666666666667,2.05,950.15,0.0
179,MADRID,24665.0,1,2.209090909090909,11.13,1.34,908.485,2.833333333333333
180,MURCIA,36921.0,1,6.955555555555556,16.21,2.033333333333333,987.7916666666666,2.3428571428571425
181,A CORUNA,98524.0,1,11.528571428571428,15.6,2.1309523809523805,990.3,2.9875
182,MADRID,1355.0,1,3.5727272727272723,10.89,3.91,910.23,3.883333333333333
183,PONTEVEDRA,14761.0,1,21.3,16.700000000000003,2.65,988.95,6.85
184,ALICANTE,42085.0,1,9.1,17.099999999999998,2.1333333333333333,1000.55,3.3
185,BADAJOZ,1896.0,1,6.1000000000000005,17.816666666666666,2.9166666666666665,963.88,4.46
186,JAEN,1389.0,1,3.15,15.9,2.1333333333333333,947.0875000000001,3.1500000000000004
187,MURCIA,2170.0,1,8.422222222222222,16.54,4.0888888888888895,983.15,4.471428571428571
188,AVILA,1969.0,1,5.1,13.1,1.1,879.4,2.8
189,BADAJOZ,39915.0,1,4.633333333333334,15.866666666666667,2.6,962.21,4.76
190,CORDOBA,3356.0,1,7.1,15.633333333333333,2.4,960.075,5.2
191,HUELVA,2837.0,1,18.425,16.575,3.4,988.425,4.6
192,MADRID,654.0,1,2.109090909090909,12.51,1.96,902.595,3.7833333333333337
193,MURCIA,3045.0,1,5.288888888888889,17.380000000000003,2.011111111111111,979.625,5.414285714285714
194,SEVILLA,11233.0,1,15.9,16.05,2.6,979.78,5.35
195,TOLEDO,940.0,1,2.25,14.8,1.875,934.2833333333333,7.75
196,AVILA,16093.0,1,1.6,13.35,1.95,879.25,5.4
197,CIUDAD REAL,1029.0,1,5.84,13.7,1.94,930.4666666666667,3.4333333333333336
198,GUADALAJARA,536456.0,1,11.6,13.55,1.95,904.125,3.45
199,MADRID,171013.0,1,7.036363636363637,12.23,1.89,900.86,2.9
200,MALAGA,446.0,1,12.5,17.975,2.38,1006.0799999999999,3.65
201,MURCIA,18183.0,1,2.2222222222222223,17.055555555555557,2.377777777777778,977.975,8.983333333333333
202,SALAMANCA,13718.0,1,11.86,12.76,1.7600000000000002,895.0,3.6
203,SEGOVIA,883.0,1,7.6,9.25,2.5,852.0500000000001,2.85
204,SEVILLA,80111.0,1,8.959999999999999,17.2,2.28,979.13,4.550000000000001
205,TOLEDO,54006.0,1,7.2,14.975,1.8,932.8666666666667,4.35
206,VALENCIA,1771.0,1,4.042857142857143,16.52857142857143,2.32,971.0999999999999,6.825
207,VALLADOLID,815.0,1,0.6499999999999999,11.95,2.25,916.175,2.35
208,CADIZ,2581.0,1,0.0142857142857142,15.9,3.057142857142857,991.4642857142857,9.75
209,GUADALAJARA,15278.0,1,7.333333333333333,11.8,2.6,904.8,3.233333333333333
210,JAEN,303.0,1,0.7333333333333334,16.4,3.1666666666666665,945.1125,5.45
211,MADRID,45879.0,1,2.55,12.272727272727272,2.77,901.185,5.666666666666667
212,MURCIA,3966.0,1,0.7111111111111111,17.240000000000002,2.1888888888888887,979.0166666666667,8.485714285714286
213,SEVILLA,1802.0,1,0.94,16.8,3.68,980.8199999999999,9.75
214,TOLEDO,857.0,1,4.925,14.8,2.925,933.6833333333333,5.95
